Age,Gender,Menstrual,Sleep_Hours,Water_Intake,Steps,Exercise_Hrs,Behaviour,Character,Mood,Favourite_Food
25,Male,N/A,8.5,3.8,6830,2.8,Harsh,Good,Smile,Fried Rice
48,Transgender,N/A,7.7,1.3,14731,1.4,Polite,Friendly,Sad,Biryani
18,Male,N/A,4.6,3.2,6469,2.6,Polite,Friendly,Happy,Ice Cream
42,Male,N/A,6.5,3.5,2073,1.5,Rude,Friendly,Joy,Salad
13,Female,NA,5.7,1.7,10091,1.4,Calm,Good,Happy,Biryani
14,Male,N/A,4.4,1.1,11723,2.2,Harsh,Friendly,Sad,Smoothie
32,Male,N/A,8.5,1.9,4804,1.8,Calm,Calm,Sad,Pasta
42,Female,NA,5.9,1.2,14642,2.0,Calm,Calm,Happy,Salad
32,Female,NA,4.3,4.0,8918,0.2,Harsh,Calm,Smile,Pasta
14,Transgender,N/A,4.9,1.8,3751,1.4,Rude,Good,Smile,Biryani
36,Transgender,N/A,7.2,3.4,1480,1.2,Rude,Good,Happy,Burger
38,Male,N/A,6.5,1.3,10767,1.6,Rude,Calm,Smile,Pasta
38,Female,No,6.5,1.3,1841,2.2,Harsh,Calm,Smile,Pasta
20,Male,N/A,6.1,1.2,14826,0.1,Rude,Calm,Happy,Sushi
56,Transgender,N/A,7.1,0.8,1891,0.1,Polite,Calm,Happy,Smoothie
49,Male,N/A,7.4,3.5,9285,2.7,Calm,Calm,Sad,Sushi
40,Female,No,7.7,3.5,7315,2.1,Rude,Friendly,Sad,Fried Rice
33,Female,Yes,8.6,2.2,4311,2.5,Polite,Friendly,Smile,Salad
60,Transgender,N/A,8.2,3.6,6623,2.6,Polite,Good,Joy,Pasta
22,Transgender,N/A,4.4,1.4,5111,0.3,Rude,Good,Joy,Dosa
23,Male,N/A,5.8,0.5,2015,2.1,Calm,Calm,Joy,Biryani
31,Female,No,6.5,1.5,3476,0.8,Harsh,Good,Smile,Biryani
22,Female,NA,8.9,2.2,6073,1.7,Harsh,Friendly,Happy,Fried Rice
24,Transgender,N/A,8.7,3.4,6542,2.8,Rude,Good,Joy,Smoothie
34,Transgender,N/A,6.8,2.5,4247,2.6,Polite,Friendly,Smile,Smoothie
45,Female,NA,8.4,1.9,7324,2.6,Polite,Friendly,Joy,Dosa
15,Male,N/A,6.9,1.6,10560,2.4,Rude,Calm,Joy,Dosa
55,Transgender,N/A,6.3,3.3,3648,1.0,Harsh,Calm,Smile,Dosa
58,Transgender,N/A,8.5,2.9,14785,1.9,Calm,Calm,Smile,Dosa
16,Transgender,N/A,6.7,1.3,11491,1.7,Polite,Calm,Joy,Salad
42,Male,N/A,5.8,2.6,2325,1.9,Harsh,Friendly,Happy,Biryani
41,Female,Yes,8.9,0.8,6445,1.5,Rude,Calm,Smile,Pizza
25,Transgender,N/A,6.9,0.7,13358,2.7,Rude,Calm,Smile,Dosa
53,Transgender,N/A,5.1,2.9,10206,1.9,Polite,Calm,Sad,Smoothie
58,Female,No,8.6,0.6,13634,1.6,Calm,Calm,Smile,Burger
60,Male,N/A,7.8,1.9,4883,2.7,Polite,Friendly,Smile,Sushi
42,Male,N/A,4.4,0.6,5648,1.5,Calm,Good,Smile,Fried Rice
58,Transgender,N/A,4.3,0.8,5034,0.9,Rude,Friendly,Joy,Pasta
13,Transgender,N/A,6.7,2.8,8524,0.3,Calm,Friendly,Happy,Pizza
33,Transgender,N/A,8.0,3.0,9166,2.0,Harsh,Good,Happy,Biryani
28,Female,NA,5.4,2.1,9301,0.8,Calm,Friendly,Happy,Pizza
51,Male,N/A,4.5,0.8,2557,0.7,Harsh,Good,Sad,Fried Rice
44,Male,N/A,6.5,0.6,6837,2.2,Rude,Good,Happy,Smoothie
55,Male,N/A,5.8,4.0,5203,0.4,Polite,Good,Joy,Fried Rice
37,Transgender,N/A,7.4,1.4,8190,1.0,Rude,Friendly,Joy,Ice Cream
25,Transgender,N/A,8.0,3.5,2634,2.0,Harsh,Good,Happy,Ice Cream
49,Transgender,N/A,7.5,2.1,10914,0.1,Calm,Calm,Sad,Biryani
56,Female,No,6.8,3.0,8469,1.6,Rude,Good,Smile,Pizza
54,Female,Yes,5.2,1.8,9723,2.1,Polite,Good,Smile,Salad
43,Transgender,N/A,7.3,1.3,3202,2.4,Harsh,Calm,Sad,Fried Rice
21,Male,N/A,7.4,3.6,4860,1.7,Calm,Calm,Sad,Ice Cream
25,Male,N/A,7.8,0.8,4331,2.4,Calm,Good,Joy,Smoothie
37,Female,No,7.7,1.6,5597,2.9,Harsh,Good,Happy,Burger
19,Transgender,N/A,6.2,1.0,9783,0.0,Calm,Friendly,Joy,Biryani
46,Male,N/A,4.3,3.2,7343,1.8,Harsh,Calm,Happy,Biryani
21,Male,N/A,7.9,2.1,10891,1.1,Calm,Calm,Happy,Salad
22,Female,No,5.4,2.0,10835,1.9,Rude,Calm,Sad,Pizza
31,Female,Yes,5.0,1.5,7434,0.5,Calm,Calm,Joy,Sushi
48,Transgender,N/A,6.9,2.6,9088,1.1,Polite,Good,Sad,Smoothie
39,Transgender,N/A,5.6,1.6,8198,1.6,Rude,Friendly,Smile,Burger
26,Transgender,N/A,5.1,0.5,4185,2.0,Polite,Good,Happy,Pasta
17,Female,Yes,6.0,1.7,5539,1.3,Polite,Calm,Joy,Biryani
22,Female,NA,7.9,2.7,7439,1.0,Calm,Calm,Joy,Pizza
19,Female,No,7.3,3.0,14425,0.5,Rude,Friendly,Smile,Salad
50,Female,Yes,7.7,3.3,12995,1.1,Calm,Good,Happy,Ice Cream
30,Transgender,N/A,5.4,2.7,7021,2.2,Rude,Friendly,Smile,Burger
40,Male,N/A,5.0,1.2,10153,2.3,Rude,Good,Joy,Sushi
13,Female,NA,5.4,1.9,6538,2.9,Polite,Friendly,Happy,Fried Rice
35,Female,NA,6.2,3.1,4582,1.3,Polite,Calm,Happy,Salad
31,Transgender,N/A,6.2,3.3,8714,1.4,Polite,Friendly,Sad,Sushi
27,Transgender,N/A,5.8,3.0,10289,1.3,Polite,Friendly,Smile,Biryani
21,Female,Yes,6.4,3.9,7869,1.7,Calm,Calm,Smile,Ice Cream
34,Transgender,N/A,8.0,3.4,3153,1.9,Harsh,Calm,Sad,Pizza
27,Female,No,4.9,0.7,4628,0.1,Polite,Calm,Sad,Biryani
52,Male,N/A,4.5,2.7,14231,0.9,Polite,Good,Joy,Biryani
21,Male,N/A,4.1,3.0,4023,0.4,Polite,Friendly,Sad,Fried Rice
38,Female,Yes,6.4,2.4,6427,2.2,Rude,Good,Smile,Ice Cream
27,Male,N/A,7.7,3.5,11206,0.9,Rude,Calm,Smile,Dosa
46,Male,N/A,5.3,2.8,9589,0.7,Polite,Friendly,Happy,Pasta
55,Male,N/A,6.3,2.4,10029,1.7,Rude,Good,Happy,Sushi
25,Transgender,N/A,5.5,3.4,13472,2.1,Rude,Calm,Happy,Pizza
42,Transgender,N/A,8.9,2.8,4006,1.4,Calm,Friendly,Joy,Pasta
39,Male,N/A,5.5,1.6,14632,2.5,Harsh,Friendly,Smile,Ice Cream
32,Male,N/A,7.2,1.1,3880,2.8,Harsh,Friendly,Happy,Ice Cream
20,Female,NA,5.1,0.7,10175,1.8,Polite,Good,Happy,Salad
44,Female,Yes,8.1,2.4,3023,1.7,Rude,Friendly,Smile,Smoothie
55,Female,Yes,8.9,3.8,2982,2.1,Polite,Calm,Happy,Burger
47,Transgender,N/A,8.5,2.7,14001,0.8,Harsh,Calm,Joy,Pizza
25,Female,No,6.6,2.4,13047,0.8,Calm,Good,Joy,Biryani
51,Female,Yes,4.6,2.2,12949,2.8,Polite,Calm,Smile,Dosa
58,Male,N/A,8.5,3.3,1352,1.3,Calm,Friendly,Joy,Burger
16,Female,No,4.2,1.9,7484,2.6,Rude,Friendly,Sad,Salad
34,Female,Yes,6.8,1.0,7890,0.4,Calm,Good,Happy,Fried Rice
50,Female,Yes,5.7,2.6,2715,1.1,Rude,Friendly,Sad,Sushi
60,Male,N/A,6.6,3.1,3010,0.5,Rude,Good,Sad,Pasta
43,Transgender,N/A,8.3,1.8,1603,1.7,Rude,Good,Joy,Ice Cream
13,Female,Yes,7.4,1.0,11555,0.4,Polite,Friendly,Happy,Biryani
40,Transgender,N/A,8.0,0.9,2206,1.0,Polite,Calm,Joy,Dosa
51,Female,NA,5.9,1.8,13498,1.3,Rude,Calm,Happy,Smoothie
50,Female,No,5.7,1.2,12467,1.9,Rude,Good,Joy,Salad
59,Female,NA,6.0,2.8,10819,1.7,Rude,Good,Joy,Pasta
41,Male,N/A,4.6,2.4,7501,0.2,Harsh,Calm,Joy,Salad
46,Female,No,6.2,1.6,10031,2.6,Polite,Calm,Joy,Fried Rice
40,Female,Yes,8.2,3.2,9727,1.1,Polite,Good,Happy,Sushi
15,Female,NA,4.8,1.7,13457,1.5,Calm,Calm,Happy,Pizza
37,Male,N/A,6.6,1.4,8618,2.6,Calm,Calm,Smile,Biryani
59,Female,NA,4.7,1.7,8460,0.5,Harsh,Calm,Happy,Dosa
39,Transgender,N/A,8.3,1.3,5390,1.3,Polite,Calm,Happy,Pizza
20,Transgender,N/A,8.7,3.5,4518,0.6,Polite,Good,Sad,Dosa
28,Male,N/A,8.2,1.9,4188,0.2,Calm,Good,Sad,Biryani
52,Female,Yes,6.2,2.3,11661,0.4,Polite,Good,Smile,Burger
29,Transgender,N/A,5.6,2.2,11255,2.2,Rude,Good,Smile,Ice Cream
41,Male,N/A,7.8,3.8,6252,2.6,Polite,Good,Sad,Smoothie
42,Transgender,N/A,8.8,2.5,6757,0.8,Harsh,Good,Happy,Smoothie
36,Female,Yes,6.6,2.8,9564,1.4,Rude,Good,Smile,Pasta
41,Female,No,6.7,2.6,6217,2.1,Rude,Calm,Happy,Dosa
54,Transgender,N/A,7.1,2.2,7024,0.7,Calm,Calm,Joy,Pasta
16,Transgender,N/A,6.9,2.5,2161,1.2,Rude,Good,Sad,Fried Rice
14,Female,No,7.3,3.6,14798,1.7,Harsh,Calm,Happy,Biryani
22,Male,N/A,6.1,3.1,12742,2.1,Calm,Friendly,Smile,Salad
14,Transgender,N/A,5.5,2.5,10987,2.7,Rude,Friendly,Joy,Smoothie
32,Female,Yes,7.7,3.4,4229,3.0,Polite,Good,Joy,Ice Cream
52,Female,No,8.2,3.4,3440,1.5,Harsh,Good,Happy,Fried Rice
35,Male,N/A,7.4,2.4,8949,1.7,Harsh,Friendly,Sad,Sushi
35,Transgender,N/A,6.7,0.8,11806,1.6,Calm,Friendly,Smile,Pizza
38,Female,NA,5.5,1.8,9249,2.3,Rude,Good,Smile,Burger
49,Female,NA,6.4,1.1,3878,0.0,Polite,Calm,Happy,Pizza
34,Male,N/A,8.3,1.4,11131,0.8,Polite,Calm,Sad,Salad
53,Male,N/A,8.8,3.5,5177,2.9,Polite,Friendly,Smile,Smoothie
58,Transgender,N/A,4.5,2.7,10842,0.3,Harsh,Friendly,Happy,Dosa
27,Female,NA,7.4,0.7,12502,1.2,Polite,Friendly,Happy,Sushi
49,Transgender,N/A,5.9,3.8,1058,2.3,Calm,Good,Smile,Dosa
53,Male,N/A,6.8,3.5,3820,0.5,Harsh,Calm,Joy,Biryani
32,Female,No,7.0,1.0,9289,1.4,Harsh,Calm,Happy,Pasta
41,Male,N/A,7.5,2.4,10745,1.1,Rude,Friendly,Happy,Sushi
60,Female,No,4.7,2.4,7543,1.3,Polite,Good,Sad,Smoothie
14,Female,Yes,8.4,3.9,3546,2.1,Harsh,Friendly,Happy,Salad
59,Male,N/A,7.1,2.4,13789,1.9,Harsh,Calm,Happy,Pizza
45,Transgender,N/A,6.3,1.4,2665,1.8,Harsh,Good,Joy,Burger
39,Male,N/A,8.8,3.2,11246,0.5,Polite,Calm,Sad,Dosa
58,Transgender,N/A,5.1,1.2,14547,2.4,Calm,Friendly,Happy,Ice Cream
21,Female,Yes,8.4,0.9,14786,0.1,Calm,Good,Sad,Dosa
13,Female,NA,4.9,1.2,10242,0.8,Polite,Good,Smile,Smoothie
43,Transgender,N/A,4.8,1.2,2426,1.5,Calm,Calm,Smile,Biryani
28,Male,N/A,7.7,2.0,12640,2.5,Harsh,Calm,Joy,Fried Rice
18,Male,N/A,8.1,2.0,5487,2.2,Rude,Friendly,Joy,Fried Rice
43,Male,N/A,8.6,3.4,8849,0.4,Polite,Friendly,Smile,Smoothie
16,Male,N/A,7.0,0.7,8574,2.8,Harsh,Calm,Joy,Biryani
28,Transgender,N/A,4.1,3.2,4049,0.4,Harsh,Friendly,Smile,Pasta
58,Male,N/A,8.2,0.6,7022,0.9,Rude,Friendly,Joy,Sushi
38,Female,Yes,6.9,0.9,3260,0.9,Harsh,Good,Joy,Pizza
22,Male,N/A,6.7,1.8,4719,2.6,Rude,Calm,Happy,Dosa
15,Female,No,6.8,1.1,4007,2.8,Harsh,Friendly,Happy,Smoothie
53,Female,NA,5.1,0.9,9126,2.1,Polite,Good,Happy,Burger
13,Female,Yes,6.5,2.1,5099,0.9,Rude,Friendly,Sad,Pasta
23,Transgender,N/A,5.1,0.7,1720,0.5,Rude,Good,Sad,Dosa
21,Transgender,N/A,6.6,2.0,14819,2.5,Rude,Friendly,Joy,Salad
21,Female,Yes,4.8,1.7,7714,2.2,Rude,Good,Sad,Ice Cream
19,Transgender,N/A,5.5,0.7,5315,2.6,Rude,Good,Happy,Fried Rice
42,Female,NA,5.2,1.8,6774,0.5,Rude,Friendly,Smile,Salad
26,Transgender,N/A,5.2,0.6,4273,2.6,Polite,Good,Joy,Biryani
13,Male,N/A,5.7,1.1,7656,2.0,Harsh,Calm,Smile,Ice Cream
39,Male,N/A,7.2,2.6,9929,0.8,Rude,Calm,Joy,Biryani
26,Male,N/A,6.1,3.8,11964,2.5,Calm,Friendly,Happy,Smoothie
30,Female,Yes,6.3,2.2,1701,1.6,Calm,Calm,Happy,Smoothie
48,Male,N/A,7.0,2.5,11039,2.6,Polite,Friendly,Happy,Pizza
22,Female,Yes,5.6,3.2,12019,1.7,Calm,Friendly,Joy,Fried Rice
36,Female,NA,5.1,2.1,11319,2.8,Rude,Good,Smile,Biryani
42,Transgender,N/A,8.9,3.9,13826,2.0,Harsh,Good,Sad,Fried Rice
26,Female,Yes,5.4,0.7,3744,2.2,Polite,Friendly,Joy,Ice Cream
49,Transgender,N/A,5.8,1.8,4263,1.9,Harsh,Friendly,Smile,Sushi
37,Transgender,N/A,6.9,1.9,6788,1.5,Harsh,Good,Smile,Ice Cream
26,Female,NA,4.6,1.5,14098,2.9,Polite,Friendly,Happy,Pizza
33,Male,N/A,8.3,1.4,5398,0.8,Polite,Friendly,Joy,Sushi
48,Male,N/A,7.7,0.6,4515,1.6,Harsh,Friendly,Happy,Fried Rice
36,Transgender,N/A,7.8,1.9,2681,2.1,Rude,Good,Sad,Biryani
30,Male,N/A,6.5,0.5,3832,1.1,Calm,Friendly,Joy,Sushi
38,Female,No,5.8,2.5,8283,1.2,Calm,Good,Joy,Sushi
34,Transgender,N/A,7.3,3.5,1486,0.6,Rude,Good,Sad,Smoothie
48,Female,NA,6.2,3.4,9088,0.2,Calm,Calm,Joy,Sushi
37,Transgender,N/A,7.2,3.6,11390,1.8,Rude,Calm,Happy,Ice Cream
43,Male,N/A,7.6,0.8,10221,0.7,Calm,Calm,Sad,Fried Rice
33,Transgender,N/A,5.2,3.2,1885,2.5,Calm,Friendly,Sad,Fried Rice
48,Female,NA,7.3,3.3,4440,0.8,Calm,Friendly,Happy,Ice Cream
23,Male,N/A,4.4,0.8,2425,0.4,Polite,Friendly,Joy,Pasta
53,Transgender,N/A,7.3,2.1,12227,2.5,Harsh,Calm,Sad,Pizza
19,Female,No,7.4,0.9,14892,0.9,Polite,Good,Sad,Ice Cream
53,Transgender,N/A,4.7,1.6,10904,1.9,Harsh,Good,Smile,Dosa
31,Transgender,N/A,7.2,1.8,4816,0.2,Rude,Good,Sad,Burger
28,Female,Yes,7.9,1.9,1929,1.6,Calm,Calm,Smile,Sushi
17,Transgender,N/A,4.8,3.4,4522,1.1,Rude,Good,Smile,Smoothie
17,Female,Yes,4.8,2.0,6418,1.2,Rude,Good,Happy,Biryani
29,Transgender,N/A,8.3,3.0,13879,1.4,Polite,Good,Smile,Smoothie
23,Female,NA,7.3,2.4,13633,1.7,Calm,Good,Joy,Salad
16,Male,N/A,6.7,3.1,13760,2.5,Polite,Good,Joy,Pasta
55,Male,N/A,5.4,1.9,4002,0.2,Harsh,Friendly,Happy,Ice Cream
36,Female,NA,6.0,2.1,13142,1.3,Calm,Good,Happy,Pasta
29,Male,N/A,5.7,1.5,1440,2.3,Polite,Good,Smile,Fried Rice
16,Male,N/A,8.2,3.7,6298,2.6,Harsh,Friendly,Happy,Biryani
41,Female,Yes,5.3,0.8,1919,2.7,Rude,Good,Happy,Sushi
16,Female,NA,8.4,1.3,12745,1.5,Calm,Friendly,Smile,Fried Rice
59,Transgender,N/A,7.2,4.0,14564,0.5,Rude,Good,Happy,Biryani
53,Male,N/A,6.3,0.9,10461,0.9,Rude,Friendly,Sad,Sushi
16,Transgender,N/A,5.7,2.6,13534,2.3,Calm,Calm,Happy,Dosa
28,Male,N/A,8.3,3.1,8909,2.0,Polite,Friendly,Happy,Ice Cream
14,Female,Yes,6.1,2.8,2998,1.2,Polite,Calm,Smile,Pizza
28,Transgender,N/A,6.3,3.1,13120,0.2,Harsh,Friendly,Sad,Sushi
17,Female,No,7.5,2.5,13891,1.3,Harsh,Calm,Joy,Fried Rice
51,Female,NA,4.3,2.5,13116,2.4,Harsh,Good,Sad,Pizza
41,Male,N/A,8.7,3.0,12855,0.9,Harsh,Friendly,Joy,Dosa
51,Female,No,8.3,3.3,14024,1.9,Calm,Calm,Sad,Ice Cream
17,Male,N/A,7.0,1.5,5526,2.1,Calm,Good,Joy,Pasta
36,Transgender,N/A,5.5,2.3,6674,2.1,Rude,Good,Smile,Burger
27,Male,N/A,4.0,1.5,9066,2.1,Harsh,Good,Sad,Biryani
16,Transgender,N/A,4.1,1.0,12825,0.1,Harsh,Calm,Joy,Burger
27,Male,N/A,7.3,3.6,11242,2.7,Rude,Friendly,Joy,Pasta
33,Transgender,N/A,6.8,1.0,7847,2.1,Calm,Calm,Happy,Fried Rice
42,Transgender,N/A,5.1,0.7,12197,0.5,Calm,Good,Sad,Burger
28,Male,N/A,5.5,2.4,5714,1.9,Calm,Calm,Joy,Pizza
38,Female,Yes,8.9,1.0,1421,1.4,Rude,Good,Smile,Burger
37,Male,N/A,6.5,0.6,1792,0.3,Harsh,Good,Sad,Dosa
20,Female,NA,4.1,2.7,6206,2.1,Calm,Calm,Joy,Smoothie
15,Female,NA,7.4,2.2,3140,1.5,Polite,Good,Happy,Ice Cream
54,Male,N/A,5.7,3.3,1858,1.2,Rude,Friendly,Happy,Pasta
18,Transgender,N/A,5.7,2.5,14039,1.0,Harsh,Friendly,Happy,Pizza
50,Transgender,N/A,8.0,2.0,8898,1.3,Harsh,Good,Happy,Sushi
16,Male,N/A,8.6,0.9,10940,3.0,Harsh,Friendly,Joy,Fried Rice
51,Female,NA,4.3,1.3,5422,1.3,Harsh,Calm,Smile,Pasta
17,Female,No,5.6,1.1,13638,2.1,Rude,Friendly,Smile,Fried Rice
28,Male,N/A,5.4,3.7,13909,1.7,Harsh,Friendly,Sad,Pizza
35,Male,N/A,7.6,1.1,8978,1.4,Rude,Calm,Sad,Sushi
50,Female,Yes,6.6,3.3,7358,2.6,Polite,Good,Joy,Pasta
55,Male,N/A,5.2,1.2,12991,0.7,Calm,Calm,Happy,Burger
24,Female,No,6.5,3.4,6909,2.9,Harsh,Friendly,Sad,Dosa
41,Male,N/A,6.9,1.9,11014,2.2,Harsh,Good,Happy,Ice Cream
49,Male,N/A,4.4,0.7,4088,0.6,Polite,Calm,Smile,Dosa
57,Female,No,7.9,0.9,11375,2.9,Rude,Calm,Happy,Burger
38,Female,Yes,8.2,1.1,11181,1.3,Calm,Good,Smile,Sushi
49,Female,Yes,7.4,2.7,13777,1.9,Harsh,Friendly,Smile,Salad
59,Male,N/A,9.0,1.8,14120,2.6,Rude,Calm,Sad,Pasta
41,Transgender,N/A,8.4,1.8,3368,2.4,Harsh,Calm,Smile,Biryani
53,Female,NA,5.6,3.9,2489,1.1,Polite,Good,Smile,Fried Rice
57,Transgender,N/A,7.2,3.2,1245,0.0,Polite,Calm,Sad,Pizza
27,Transgender,N/A,4.4,0.7,8956,2.1,Harsh,Friendly,Smile,Salad
17,Transgender,N/A,4.9,1.5,8833,1.1,Polite,Good,Smile,Pizza
33,Male,N/A,6.5,0.7,3698,1.3,Rude,Good,Joy,Sushi
60,Male,N/A,4.4,3.8,1979,0.2,Polite,Calm,Smile,Sushi
60,Transgender,N/A,7.8,3.8,7262,0.0,Harsh,Friendly,Smile,Dosa
23,Female,No,6.5,2.3,4833,2.7,Rude,Friendly,Happy,Burger
33,Transgender,N/A,6.5,1.3,7415,1.8,Polite,Good,Joy,Dosa
26,Transgender,N/A,4.3,2.4,3202,1.2,Harsh,Friendly,Happy,Ice Cream
59,Transgender,N/A,7.5,1.5,1573,0.3,Calm,Good,Happy,Dosa
16,Transgender,N/A,4.7,1.3,9433,0.6,Harsh,Friendly,Joy,Biryani
58,Transgender,N/A,6.8,2.4,13811,0.2,Calm,Calm,Sad,Pasta
59,Male,N/A,7.4,2.2,10652,0.8,Calm,Calm,Sad,Sushi
31,Female,No,8.8,2.1,9279,1.0,Polite,Calm,Smile,Dosa
15,Female,No,5.3,1.5,7806,0.5,Calm,Good,Happy,Pasta
13,Male,N/A,7.4,2.8,7548,0.4,Harsh,Calm,Happy,Dosa
31,Male,N/A,4.4,0.9,5907,1.0,Harsh,Calm,Happy,Sushi
38,Female,Yes,6.6,0.8,5838,0.3,Harsh,Friendly,Sad,Smoothie
44,Male,N/A,7.6,3.3,11908,0.4,Rude,Calm,Joy,Fried Rice
26,Female,No,9.0,2.1,10450,1.5,Harsh,Calm,Smile,Pizza
53,Female,Yes,8.3,1.7,8055,0.7,Rude,Friendly,Smile,Salad
57,Female,Yes,4.1,3.1,4958,1.1,Polite,Calm,Smile,Pasta
22,Male,N/A,7.0,3.5,1428,1.4,Rude,Friendly,Smile,Pasta
40,Female,No,8.5,3.3,13422,2.9,Polite,Friendly,Sad,Burger
29,Male,N/A,5.5,1.4,4989,0.8,Polite,Calm,Sad,Salad
28,Male,N/A,8.4,2.5,8787,1.0,Calm,Calm,Smile,Smoothie
51,Male,N/A,8.0,0.9,9798,0.1,Harsh,Calm,Happy,Pizza
55,Male,N/A,5.8,2.2,9792,1.7,Polite,Calm,Joy,Smoothie
18,Female,Yes,7.3,1.6,7222,1.7,Harsh,Good,Sad,Sushi
18,Male,N/A,4.5,3.7,3017,2.5,Calm,Friendly,Smile,Dosa
51,Male,N/A,7.5,3.8,10313,2.3,Calm,Friendly,Sad,Pizza
34,Transgender,N/A,8.5,1.3,10944,2.6,Polite,Good,Joy,Ice Cream
33,Male,N/A,8.5,1.4,7224,1.9,Polite,Calm,Sad,Pasta
20,Transgender,N/A,8.2,1.5,11454,2.2,Polite,Good,Joy,Fried Rice
49,Female,No,7.2,3.5,14547,2.8,Calm,Friendly,Smile,Pasta
33,Female,No,6.9,2.4,8290,2.7,Calm,Friendly,Joy,Biryani
59,Male,N/A,8.2,3.6,2805,0.5,Rude,Good,Sad,Smoothie
30,Female,No,6.5,2.2,3458,1.1,Rude,Calm,Sad,Fried Rice
45,Transgender,N/A,6.7,2.5,6373,1.7,Rude,Friendly,Joy,Sushi
56,Female,Yes,4.8,1.6,13472,2.4,Polite,Friendly,Happy,Dosa
59,Female,No,8.9,3.2,12842,0.8,Polite,Calm,Sad,Pizza
28,Female,Yes,6.4,0.7,9247,2.7,Rude,Good,Joy,Burger
17,Female,Yes,4.4,1.4,6483,0.2,Rude,Calm,Joy,Salad
58,Female,NA,5.2,3.9,7006,1.6,Rude,Good,Smile,Dosa
24,Male,N/A,8.3,3.4,10037,1.0,Harsh,Good,Smile,Fried Rice
58,Male,N/A,7.8,2.7,10527,2.0,Polite,Good,Smile,Sushi
21,Transgender,N/A,5.7,2.2,14911,1.4,Harsh,Good,Happy,Biryani
35,Female,NA,4.1,2.1,5955,2.9,Calm,Good,Smile,Salad
56,Transgender,N/A,6.2,3.0,9346,0.7,Harsh,Calm,Joy,Pizza
18,Transgender,N/A,6.2,3.4,8468,2.8,Calm,Good,Smile,Pizza
20,Transgender,N/A,7.0,1.6,7422,0.7,Calm,Good,Sad,Salad
29,Female,NA,6.4,3.0,5769,2.8,Polite,Calm,Sad,Pasta
46,Transgender,N/A,8.8,1.3,12156,1.6,Calm,Calm,Sad,Smoothie
19,Male,N/A,7.5,3.7,1160,2.2,Rude,Good,Sad,Smoothie
38,Transgender,N/A,4.5,2.5,6980,1.0,Polite,Calm,Sad,Sushi
31,Male,N/A,4.6,3.2,2528,0.3,Harsh,Calm,Happy,Fried Rice
36,Female,No,8.7,2.1,5534,1.6,Harsh,Good,Sad,Burger
25,Male,N/A,4.1,1.5,6325,2.3,Polite,Friendly,Happy,Pasta
60,Male,N/A,5.9,3.6,4382,0.2,Rude,Good,Smile,Burger
53,Transgender,N/A,4.8,2.0,1851,1.0,Polite,Good,Happy,Salad
46,Male,N/A,4.5,1.5,8613,2.8,Calm,Friendly,Smile,Salad
15,Transgender,N/A,4.8,2.3,1367,0.8,Rude,Good,Happy,Dosa
16,Female,Yes,4.9,3.7,13775,1.3,Harsh,Calm,Sad,Pizza
59,Transgender,N/A,7.6,1.4,1130,2.6,Rude,Friendly,Joy,Smoothie
18,Female,Yes,5.4,2.5,6275,1.0,Polite,Good,Happy,Dosa
41,Female,Yes,5.9,0.9,3839,2.0,Calm,Friendly,Happy,Salad
39,Female,Yes,7.7,3.1,13757,0.9,Rude,Friendly,Joy,Dosa
34,Female,Yes,5.1,2.1,5623,1.1,Polite,Friendly,Smile,Salad
49,Transgender,N/A,8.0,3.1,7651,1.1,Calm,Good,Joy,Smoothie
50,Male,N/A,4.7,3.0,8356,2.3,Polite,Calm,Smile,Biryani
19,Male,N/A,4.4,3.8,2243,1.3,Calm,Calm,Happy,Smoothie
50,Transgender,N/A,8.9,1.1,11979,0.6,Harsh,Calm,Happy,Fried Rice
42,Transgender,N/A,7.2,2.1,7031,0.4,Rude,Good,Smile,Smoothie
41,Transgender,N/A,4.3,2.0,4263,0.9,Harsh,Friendly,Joy,Dosa
27,Female,NA,8.7,1.6,8374,2.4,Calm,Friendly,Happy,Burger
14,Female,NA,5.6,2.1,3363,0.9,Polite,Good,Joy,Dosa
26,Male,N/A,6.1,1.6,12607,0.2,Harsh,Friendly,Smile,Sushi
55,Female,NA,8.9,1.7,6403,1.9,Rude,Calm,Smile,Pasta
31,Male,N/A,7.2,3.6,4521,1.1,Calm,Calm,Sad,Dosa
17,Female,Yes,7.2,3.0,4907,1.9,Calm,Good,Sad,Dosa
20,Female,NA,6.7,1.1,4033,2.3,Calm,Calm,Sad,Salad
21,Male,N/A,5.4,3.9,13026,2.9,Calm,Good,Smile,Dosa
16,Female,No,4.6,1.1,14862,2.2,Polite,Calm,Joy,Biryani
51,Male,N/A,8.0,3.1,1447,0.4,Rude,Friendly,Smile,Biryani
17,Female,Yes,5.5,3.5,4758,2.9,Rude,Good,Joy,Sushi
19,Male,N/A,7.2,3.2,2809,1.2,Calm,Good,Sad,Sushi
23,Transgender,N/A,8.4,0.6,1393,2.3,Rude,Friendly,Joy,Dosa
43,Transgender,N/A,8.3,1.0,14855,0.1,Calm,Good,Happy,Sushi
24,Female,Yes,4.6,2.8,11458,1.2,Harsh,Good,Happy,Pizza
29,Female,NA,6.6,3.7,7845,1.5,Calm,Good,Joy,Dosa
32,Male,N/A,7.7,1.8,13875,1.6,Polite,Friendly,Sad,Salad
